1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Genre;Reseller;Project;Product;Title;GenreName;Run;RunNumber;Season;CapitalizationDate;NumberOfAmortizations;AmortizationFrequency;CumulativeCostInLocalCurrency;CumulativeLocalCurrency;CumulativeCostInContractCurrency;CumulativeContractCurrency;TotalCostInLocalCurrency;TotalLocalCurrency;TotalCostInContractCurrency;TotalContractCurrency;AmortizationType;ContractID;Creditor;ProductionNumber;Profit_Center;WBS_Nr;Asset_Nr;MinimumExploitationStartDate;MaximumExploitationEndDate
T1-INC01 International Scripted;TVM0030 (MTV3);212583;2595016;Emmerdale;Relationship 6.2.2.1;Run;1;49 (2020);1.6.2021;36;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202003000044;ITV Global Entertainment Limited;F219000383;370134;;;1.6.2021;15.6.2024
T1-DOS02 Domestic scripted movies;TVM0034 (mtv service);212515;2639039;Luokkakokous 3;Relationship 7.1.1;Run;1;;1.7.2024;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000050;Solar Films Inc. Oy;F220001191;370134;;;27.7.2023;10.8.2033
T1-DOS02 Domestic scripted movies;TVM0030 (MTV3);212515;2639039;Luokkakokous 3;Relationship 7.1.1;Run;1;;1.7.2024;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000050;Solar Films Inc. Oy;F220001191;370134;;;27.7.2023;10.8.2033
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212500;2637974;Myyrä;Other reality (contests, adventure);Run;1;2;1.3.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000047;Warner Bros. International Television Production Finland Oy;KO20000395;370134;;;2.3.2021;9.3.2026
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212500;2637974;Myyrä;Other reality (contests, adventure);Run;1;2;1.3.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000047;Warner Bros. International Television Production Finland Oy;KO20000395;370134;;;2.3.2021;9.3.2026
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212500;2637974;Myyrä;Other reality (contests, adventure);Run;1;2;1.3.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000047;Warner Bros. International Television Production Finland Oy;KO20000395;370134;;;2.3.2021;9.3.2026
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212495;2637923;Love Island Suomi;Relationship/romantic reality;Run;1;3;1.8.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000046;ITV Studios Finland;KO20000489;370134;;;23.8.2021;30.8.2024
T1-DNS01 Domestic non-scripted;TVM0031 (Sub);212495;2637923;Love Island Suomi;Relationship/romantic reality;Run;1;3;1.8.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000046;ITV Studios Finland;KO20000489;370134;;;23.8.2021;30.8.2024
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212495;2637923;Love Island Suomi;Relationship/romantic reality;Run;1;3;1.8.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000046;ITV Studios Finland;KO20000489;370134;;;23.8.2021;30.8.2024
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212160;2625707;Joonas Nordman Show;Sketches, short drama;Run;1;1;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000024;Yellow Film & Tv;KO19000329;370134;;;28.3.2020;4.4.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212160;2625707;Joonas Nordman Show;Sketches, short drama;Run;1;1;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000024;Yellow Film & Tv;KO19000329;370134;;;28.3.2020;4.4.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212160;2625707;Joonas Nordman Show;Sketches, short drama;Run;1;1;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000024;Yellow Film & Tv;KO19000329;370134;;;28.3.2020;4.4.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);204065;2581165;Laulu Rakkaudelle: Secret Song Suomi;TV games;Run;1;1;1.12.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201903000043;Warner Bros. International Television Production Finland Oy;KO19000031;370134;;;25.12.2020;1.1.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);204065;2581165;Laulu Rakkaudelle: Secret Song Suomi;TV games;Run;1;1;1.12.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201903000043;Warner Bros. International Television Production Finland Oy;KO19000031;370134;;;25.12.2020;1.1.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);204065;2581165;Laulu Rakkaudelle: Secret Song Suomi;TV games;Run;1;1;1.12.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201903000043;Warner Bros. International Television Production Finland Oy;KO19000031;370134;;;25.12.2020;1.1.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212505;2638459;Suurmestari;Stage entertainment;Run;1;2;1.3.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000048;Rabbit Films Oy Ltd;KO20000360;370134;;;27.3.2021;3.4.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212505;2638459;Suurmestari;Stage entertainment;Run;1;2;1.3.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000048;Rabbit Films Oy Ltd;KO20000360;370134;;;27.3.2021;3.4.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212505;2638459;Suurmestari;Stage entertainment;Run;1;2;1.3.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202003000048;Rabbit Films Oy Ltd;KO20000360;370134;;;27.3.2021;3.4.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);205237;2594030;Talent Suomi;Other reality (contests, adventure);Run;1;1;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000087;FremantleMedia Finland Oy;KO19000275;370134;;;2.2.2020;9.2.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);205237;2594030;Talent Suomi;Other reality (contests, adventure);Run;1;1;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000087;FremantleMedia Finland Oy;KO19000275;370134;;;2.2.2020;9.2.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);205237;2594030;Talent Suomi;Other reality (contests, adventure);Run;1;1;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000087;FremantleMedia Finland Oy;KO19000275;370134;;;2.2.2020;9.2.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);207455;2625487;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;7;1.9.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000160;Endemol Shine Finland Oy;KO19000533;370134;;;1.9.2020;8.9.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);207455;2625487;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;7;1.9.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000160;Endemol Shine Finland Oy;KO19000533;370134;;;1.9.2020;8.9.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);207455;2625487;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;7;1.9.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000160;Endemol Shine Finland Oy;KO19000533;370134;;;1.9.2020;8.9.2025
T1-INC03 International Movies;TVM0034 (mtv service);212331;2635398;Lumihirviön jäljillä;Animation 7.2.11;Run;1;;1.8.2021;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000037;Scanbox Entertainment A/S;F220001264;370134;;;1.8.2021;30.8.2024
T1-INC03 International Movies;TVM0031 (Sub);212331;2635398;Lumihirviön jäljillä;Animation 7.2.11;Run;1;;1.8.2021;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000037;Scanbox Entertainment A/S;F220001264;370134;;;1.8.2021;30.8.2024
T1-INC03 International Movies;TVM0034 (mtv service);212317;2635394;Panda eksyksissä;Animation 7.2.11;Run;1;;1.1.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000037;Scanbox Entertainment A/S;F220001260;370134;;;1.1.2022;30.1.2025
T1-INC03 International Movies;TVM0031 (Sub);212317;2635394;Panda eksyksissä;Animation 7.2.11;Run;1;;1.1.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000037;Scanbox Entertainment A/S;F220001260;370134;;;1.1.2022;30.1.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212300;2635261;Tuttu Juttu Show;TV games;Run;1;2;1.10.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000036;Artista Filmi Oy;KO20001048;370134;;;17.10.2020;24.10.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212300;2635261;Tuttu Juttu Show;TV games;Run;1;2;1.10.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000036;Artista Filmi Oy;KO20001048;370134;;;17.10.2020;24.10.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212300;2635261;Tuttu Juttu Show;TV games;Run;1;2;1.10.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000036;Artista Filmi Oy;KO20001048;370134;;;17.10.2020;24.10.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212295;2635249;Unelmaduuni Australiassa;Other reality (contests, adventure);Run;1;1;1.8.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000035;Aito Media Oy;KO20001047;370134;;;31.8.2020;7.9.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212295;2635249;Unelmaduuni Australiassa;Other reality (contests, adventure);Run;1;1;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000035;Aito Media Oy;KO20001047;370134;;;31.8.2020;7.9.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212295;2635249;Unelmaduuni Australiassa;Other reality (contests, adventure);Run;1;1;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000035;Aito Media Oy;KO20001047;370134;;;31.8.2020;7.9.2025
T1-DOS01 Domestic scripted series;TVM0020 (C More);212275;2635211;Onnela;Comedy 6.1.2.2;Run;1;4;1.12.2020;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000033;Zodiak Finland Oy;KO20001044;370134;;;23.1.2020;10.12.2025
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);212275;2635211;Onnela;Comedy 6.1.2.2;Run;1;4;1.9.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000033;Zodiak Finland Oy;KO20001044;370134;;;23.1.2020;10.12.2025
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);212275;2635211;Onnela;Comedy 6.1.2.2;Run;1;4;1.9.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000033;Zodiak Finland Oy;KO20001044;370134;;;23.1.2020;10.12.2025
T1-DOS01 Domestic scripted series;TVM0020 (C More);212275;2635211;Onnela;Comedy 6.1.2.2;Run;1;4;1.12.2020;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000033;Zodiak Finland Oy;KO20001044;370134;;;23.1.2020;10.12.2025
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);212275;2635211;Onnela;Comedy 6.1.2.2;Run;1;4;1.9.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000033;Zodiak Finland Oy;KO20001044;370134;;;23.1.2020;10.12.2025
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);212275;2635211;Onnela;Comedy 6.1.2.2;Run;1;4;1.9.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000033;Zodiak Finland Oy;KO20001044;370134;;;23.1.2020;10.12.2025
T1-DOS01 Domestic scripted series;TVM0020 (C More);212119;2633584;Pahan väri;Thrillers, Action 6.1.2.3;Run;1;1;1.10.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000020;Warner Bros. International Television Production Finland Oy;KO20001186;370134;;;21.10.2021;28.10.2027
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);212119;2633584;Pahan väri;Thrillers, Action 6.1.2.3;Run;1;1;1.6.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000020;Warner Bros. International Television Production Finland Oy;KO20001186;370134;;;21.10.2021;28.10.2027
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);212119;2633584;Pahan väri;Thrillers, Action 6.1.2.3;Run;1;1;1.6.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000020;Warner Bros. International Television Production Finland Oy;KO20001186;370134;;;21.10.2021;28.10.2027
T1-DOS01 Domestic scripted series;TVM0020 (C More);206855;2621387;Aallonmurtaja;Relationship 6.1.2.1;Run;1;3;1.2.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000144;Warner Bros. International Television Production Finland Oy;KO19000567;370134;;;25.2.2021;4.3.2027
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);206855;2621387;Aallonmurtaja;Relationship 6.1.2.1;Run;1;3;1.1.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000144;Warner Bros. International Television Production Finland Oy;KO19000567;370134;;;25.2.2021;4.3.2027
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);206855;2621387;Aallonmurtaja;Relationship 6.1.2.1;Run;1;3;1.1.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000144;Warner Bros. International Television Production Finland Oy;KO19000567;370134;;;25.2.2021;4.3.2027
T1-DOS01 Domestic scripted series;TVM0020 (C More);206855;2621387;Aallonmurtaja;Relationship 6.1.2.1;Run;1;3;1.2.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000144;Warner Bros. International Television Production Finland Oy;KO19000567;370134;;;25.2.2021;4.3.2027
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);206855;2621387;Aallonmurtaja;Relationship 6.1.2.1;Run;1;3;1.1.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000144;Warner Bros. International Television Production Finland Oy;KO19000567;370134;;;25.2.2021;4.3.2027
T1-DNS01 Domestic non-scripted;TVM0020 (C More);206695;2618190;Vappu ja Marja Live;Talk Show;Run;1;2;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000137;FremantleMedia Finland Oy;KO19000554;370134;;;19.3.2020;26.3.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);206695;2618190;Vappu ja Marja Live;Talk Show;Run;1;2;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000137;FremantleMedia Finland Oy;KO19000554;370134;;;19.3.2020;26.3.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);206695;2618190;Vappu ja Marja Live;Talk Show;Run;1;2;1.3.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000137;FremantleMedia Finland Oy;KO19000554;370134;;;19.3.2020;26.3.2025
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212095;2633556;Pitääkö olla huolissaan?;TV games;Run;1;9;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000017;Rabbit Films Oy Ltd;KO20001190;370134;;;25.11.2020;2.12.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212095;2633556;Pitääkö olla huolissaan?;TV games;Run;1;9;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000017;Rabbit Films Oy Ltd;KO20001190;370134;;;25.11.2020;2.12.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212095;2633556;Pitääkö olla huolissaan?;TV games;Run;1;9;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000017;Rabbit Films Oy Ltd;KO20001190;370134;;;25.11.2020;2.12.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212124;2633596;Viisi miestä viikossa;Relationship/romantic reality;Run;1;1;1.10.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000021;FremantleMedia Finland Oy;KO20001187;370134;;;11.10.2021;18.10.2026
T1-DNS01 Domestic non-scripted;TVM0020 (C More);212105;2633573;Trumpin Amerikan tulevaisuus;Documentary and biography;Run;1;;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000018;KOKOmedia Oy;KO20001180;370134;;;26.10.2020;2.11.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);212105;2633573;Trumpin Amerikan tulevaisuus;Documentary and biography;Run;1;;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000018;KOKOmedia Oy;KO20001180;370134;;;26.10.2020;2.11.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);212105;2633573;Trumpin Amerikan tulevaisuus;Documentary and biography;Run;1;;1.11.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202002000018;KOKOmedia Oy;KO20001180;370134;;;26.10.2020;2.11.2025
T1-INC01 International Scripted;TVM0020 (C More);211861;2630148;Kauniit ja rohkeat;Soap 6.2.2.4;Run;1;8201 - 8500;1.3.2021;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202001000007;BBL Distribution Inc.;F220000790;370134;;;22.2.2021;28.8.2024
T1-INC01 International Scripted;TVM0034 (mtv service);211861;2630148;Kauniit ja rohkeat;Soap 6.2.2.4;Run;1;8201 - 8500;1.3.2021;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202001000007;BBL Distribution Inc.;F220000790;370134;;;22.2.2021;28.8.2024
T1-INC01 International Scripted;TVM0030 (MTV3);211861;2630148;Kauniit ja rohkeat;Soap 6.2.2.4;Run;1;8201 - 8500;1.3.2021;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202001000007;BBL Distribution Inc.;F220000790;370134;;;22.2.2021;28.8.2024
T1-DOS01 Domestic scripted series;TVM0020 (C More);211955;2632469;Roba;Relationship 6.1.2.1;Run;1;5;1.5.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000012;Yellow Film & Tv;KO20000910;370134;;;13.5.2021;20.5.2027
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);211955;2632469;Roba;Relationship 6.1.2.1;Run;1;5;1.6.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000012;Yellow Film & Tv;KO20000910;370134;;;13.5.2021;20.5.2027
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);211955;2632469;Roba;Relationship 6.1.2.1;Run;1;5;1.6.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000012;Yellow Film & Tv;KO20000910;370134;;;13.5.2021;20.5.2027
T1-DOS01 Domestic scripted series;TVM0020 (C More);205107;2592994;Rantabaari;Soap 6.1.2.4;Run;1;3;1.9.2020;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000080;FremantleMedia Finland Oy;KO19000259;370134;;;14.9.2020;21.9.2025
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);205107;2592994;Rantabaari;Soap 6.1.2.4;Run;1;3;1.3.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000080;FremantleMedia Finland Oy;KO19000259;370134;;;14.9.2020;21.9.2025
T1-DOS01 Domestic scripted series;TVM0031 (Sub);205107;2592994;Rantabaari;Soap 6.1.2.4;Run;1;3;1.3.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000080;FremantleMedia Finland Oy;KO19000259;370134;;;14.9.2020;21.9.2025
T1-DOS01 Domestic scripted series;TVM0020 (C More);205107;2592994;Rantabaari;Soap 6.1.2.4;Run;1;3;1.9.2020;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000080;FremantleMedia Finland Oy;KO19000259;370134;;;14.9.2020;21.9.2025
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);205107;2592994;Rantabaari;Soap 6.1.2.4;Run;1;3;1.3.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201906000080;FremantleMedia Finland Oy;KO19000259;370134;;;14.9.2020;21.9.2025
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);211875;2630962;Paras vuosi ikinä;Comedy 6.1.2.2;Run;1;2;1.3.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000008;Tuffi Films Oy;KO20000876;370134;;;22.4.2021;29.4.2027
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);211835;2630136;Kämppikset;Relationship 6.1.2.1;Run;1;1;1.2.2023;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000006;Dionysos Films Oy;KO20000789;370134;;;13.1.2022;20.1.2030
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);205727;2602038;DikDek - Painajainen majatalossa;Comedy 6.1.2.2;Run;1;1;1.9.2022;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201908000111;Dictator Films Oy;KO19000564;370134;;;18.11.2021;25.11.2027
T1-DOS01 Domestic scripted series;TVM0020 (C More);208060;2629259;Harjunpää;Thrillers, Action 6.1.2.3;Run;1;1;1.2.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000004;ITV Studios Finland;KO20001769;370134;;;17.2.2022;24.2.2028
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);208060;2629259;Harjunpää;Thrillers, Action 6.1.2.3;Run;1;1;1.1.2023;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000004;ITV Studios Finland;KO20001769;370134;;;17.2.2022;24.2.2028
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);208060;2629259;Harjunpää;Thrillers, Action 6.1.2.3;Run;1;1;1.1.2023;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202001000004;ITV Studios Finland;KO20001769;370134;;;17.2.2022;24.2.2028
T1-DNS01 Domestic non-scripted;TVM0020 (C More);207455;2625487;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;7;1.9.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000160;Endemol Shine Finland Oy;KO19000533;370134;;;1.9.2020;8.9.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);207455;2625487;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;7;1.9.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000160;Endemol Shine Finland Oy;KO19000533;370134;;;1.9.2020;8.9.2025
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);207455;2625487;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;7;1.9.2020;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000160;Endemol Shine Finland Oy;KO19000533;370134;;;1.9.2020;8.9.2025
T1-DOS01 Domestic scripted series;TVM0020 (C More);206895;2621696;Karkurit;Thrillers, Action 6.1.2.3;Run;1;1;1.1.2021;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201911000146;Yellow Film & Tv;KO19000465;370134;;;21.1.2021;28.1.2031
T1-DOS01 Domestic scripted series;TVM0020 (C More);207415;2625337;Sunnuntailounas;Comedy 6.1.2.2;Run;1;3;1.11.2020;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000158;Yellow Film & Tv;KO19000377;370134;;;5.11.2020;7.1.2026
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);207415;2625337;Sunnuntailounas;Comedy 6.1.2.2;Run;1;3;1.9.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000158;Yellow Film & Tv;KO19000377;370134;;;5.11.2020;7.1.2026
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);207415;2625337;Sunnuntailounas;Comedy 6.1.2.2;Run;1;3;1.9.2021;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000158;Yellow Film & Tv;KO19000377;370134;;;5.11.2020;7.1.2026
T1-DOS02 Domestic scripted movies;TVM0020 (C More);207395;2625211;Omerta 6/12;Action 7.1.4;Run;1;;1.8.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000020;Cinematic Inc.;F219000576;370134;;;1.6.2022;5.2.2032
T1-DOS02 Domestic scripted movies;TVM0034 (mtv service);207395;2625211;Omerta 6/12;Action 7.1.4;Run;1;;1.12.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000020;Cinematic Inc.;F219000576;370134;;;1.6.2022;5.2.2032
T1-DOS02 Domestic scripted movies;TVM0030 (MTV3);207395;2625211;Omerta 6/12;Action 7.1.4;Run;1;;1.12.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000020;Cinematic Inc.;F219000576;370134;;;1.6.2022;5.2.2032
T1-DOS01 Domestic scripted series;TVM0020 (C More);196390;2498661;Omerta 6/12;Thrillers, Action 6.1.2.3;Run;1;1;1.8.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000020;Cinematic Inc.;KO18000718;370134;;;4.8.2022;11.8.2028
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);196390;2498661;Omerta 6/12;Thrillers, Action 6.1.2.3;Run;1;1;1.5.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000020;Cinematic Inc.;KO18000718;370134;;;4.8.2022;11.8.2028
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);196390;2498661;Omerta 6/12;Thrillers, Action 6.1.2.3;Run;1;1;1.5.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000020;Cinematic Inc.;KO18000718;370134;;;4.8.2022;11.8.2028
T1-INC01 International Scripted;TVM0034 (mtv service);206935;2622279;Maria Wern;Thriller, action 6.2.2.3;Run;1;8;1.10.2021;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000147;Eyeworks;F219000319;370134;;;24.9.2021;30.10.2024
T1-INC01 International Scripted;TVM0030 (MTV3);206935;2622279;Maria Wern;Thriller, action 6.2.2.3;Run;1;8;1.10.2021;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201912000147;Eyeworks;F219000319;370134;;;24.9.2021;30.10.2024
