1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Genre;Reseller;Project;Product;Title;GenreName;Run;RunNumber;Season;CapitalizationDate;NumberOfAmortizations;AmortizationFrequency;CumulativeCostInLocalCurrency;CumulativeLocalCurrency;CumulativeCostInContractCurrency;CumulativeContractCurrency;TotalCostInLocalCurrency;TotalLocalCurrency;TotalCostInContractCurrency;TotalContractCurrency;AmortizationType;ContractID;Creditor;ProductionNumber;Profit_Center;WBS_Nr;Asset_Nr;MinimumExploitationStartDate;MaximumExploitationEndDate
T1-INC01 International Scripted;TVM0030 (MTV3);330101;2499820;Taikapuutarhan pikkuötökät;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000017;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);330101;2499820;Taikapuutarhan pikkuötökät;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000017;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);330071;2416229;Kaisu Kuu;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000611;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);330071;2416229;Kaisu Kuu;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000611;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);330071;2416229;Kaisu Kuu;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000611;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);330071;2416229;Kaisu Kuu;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000611;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);330061;2416364;Zak Storm;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000622;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);330061;2416364;Zak Storm;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000622;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);330061;2416364;Zak Storm;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000622;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);330061;2416364;Zak Storm;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F216000622;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);330031;2519099;Legendat;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000326;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);330031;2519099;Legendat;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000326;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);330031;2519099;Legendat;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000326;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);330031;2519099;Legendat;Animation;Run;1;1;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000326;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);329976;2515159;Viidakon veijarit;Animation;Run;1;3;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000456;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);329976;2515159;Viidakon veijarit;Animation;Run;1;3;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000456;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;;329976;2515159;Viidakon veijarit;Animation;Run;1;3;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000456;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);329976;2515159;Viidakon veijarit;Animation;Run;1;3;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000456;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);330001;2499714;Viidakon veijarit;Animation;Run;1;2;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000023;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);330001;2499714;Viidakon veijarit;Animation;Run;1;2;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000023;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);330001;2499714;Viidakon veijarit;Animation;Run;1;2;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000023;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);330001;2499714;Viidakon veijarit;Animation;Run;1;2;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F218000023;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);330011;2125876;Viidakon veijarit;Animation;Run;1;1D;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000942;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);330011;2125876;Viidakon veijarit;Animation;Run;1;1D;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000942;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);330011;2125876;Viidakon veijarit;Animation;Run;1;1D;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000942;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);330011;2125876;Viidakon veijarit;Animation;Run;1;1D;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000942;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);329946;2125851;Viidakon veijarit;Animation;Run;1;1C;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000965;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);329946;2125851;Viidakon veijarit;Animation;Run;1;1C;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000965;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);329946;2125851;Viidakon veijarit;Animation;Run;1;1C;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000965;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);329946;2125851;Viidakon veijarit;Animation;Run;1;1C;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000965;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);329941;2125835;Viidakon veijarit;Animation;Run;1;1B;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000964;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);329941;2125835;Viidakon veijarit;Animation;Run;1;1B;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000964;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);329941;2125835;Viidakon veijarit;Animation;Run;1;1B;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000964;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);329941;2125835;Viidakon veijarit;Animation;Run;1;1B;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000964;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0030 (MTV3);329916;2112701;Viidakon veijarit;Animation;Run;1;1A;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000412;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0034 (mtv service);329916;2112701;Viidakon veijarit;Animation;Run;1;1A;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000412;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0020 (C More);329916;2112701;Viidakon veijarit;Animation;Run;1;1A;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000412;370134;;;1.12.2023;7.12.2026
T1-INC01 International Scripted;TVM0022 (C More Junior);329916;2112701;Viidakon veijarit;Animation;Run;1;1A;1.12.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202311000142;PGS Entertainment;F213000412;370134;;;1.12.2023;7.12.2026
T1-INC02 International Non-scripted;TVM0020 (C More);329877;2917647;Taken: Putin's Stolen Children;Documentary and biography;Run;1;;1.3.2024;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202311000141;Abacus Media Rights;F223000218;370134;;;24.2.2024;4.3.2026
T1-INC02 International Non-scripted;TVM0034 (mtv service);329877;2917647;Taken: Putin's Stolen Children;Documentary and biography;Run;1;;1.3.2024;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202311000141;Abacus Media Rights;F223000218;370134;;;24.2.2024;4.3.2026
T1-INC02 International Non-scripted;TVM0030 (MTV3);329877;2917647;Taken: Putin's Stolen Children;Documentary and biography;Run;1;;1.3.2024;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202311000141;Abacus Media Rights;F223000218;370134;;;24.2.2024;4.3.2026
T1-INC03 International Movies;TVM0034 (mtv service);326804;2912000;Joulu rakkaiden kanssa;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000591;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0030 (MTV3);326804;2912000;Joulu rakkaiden kanssa;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000591;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0020 (C More);326804;2912000;Joulu rakkaiden kanssa;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000591;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0030 (MTV3);326784;2911999;Tanssin taikaa joulun aikaan;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000526;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0020 (C More);326784;2911999;Tanssin taikaa joulun aikaan;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000526;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0034 (mtv service);326784;2911999;Tanssin taikaa joulun aikaan;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000526;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0030 (MTV3);326764;2911998;Jouluinen ehdotus;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000525;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0020 (C More);326764;2911998;Jouluinen ehdotus;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000525;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0034 (mtv service);326764;2911998;Jouluinen ehdotus;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000525;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0020 (C More);326744;2911997;Joulukuusten katveessa;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000593;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0034 (mtv service);326744;2911997;Joulukuusten katveessa;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000593;370134;;;1.12.2023;7.1.2025
T1-INC03 International Movies;TVM0030 (MTV3);326744;2911997;Joulukuusten katveessa;Relationship 7.2.1;Run;1;;1.12.2023;13;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000079;Paramount Television Ltd.;F223000593;370134;;;1.12.2023;7.1.2025
T1-INC01 International Scripted;TVM0020 (C More);330376;2900930;Murhamysteeri merellä;Thriller, action 6.2.2.3;Run;1;1;1.3.2024;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202303000033;Fifth Season;F223000149;370134;;;1.3.2024;7.3.2026
T1-INC01 International Scripted;TVM0034 (mtv service);330376;2900930;Murhamysteeri merellä;Thriller, action 6.2.2.3;Run;1;1;1.3.2024;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202303000033;Fifth Season;F223000149;370134;;;1.3.2024;7.3.2026
T1-INC01 International Scripted;TVM0030 (MTV3);330376;2900930;Murhamysteeri merellä;Thriller, action 6.2.2.3;Run;1;1;1.3.2024;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202303000033;Fifth Season;F223000149;370134;;;1.3.2024;7.3.2026
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);327456;2914385;Rikos mielessä;Thrillers, Action 6.1.2.3;Run;1;1;1.1.2028;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202306000100;Yellow Film & Tv;KO23000277;370134;;;14.6.2023;14.6.2033
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);327946;2917573;Rimakauhua ja rakkautta;Relationship 6.1.2.1;Run;1;1;1.9.2027;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202307000117;ITV Studios Finland;KO23000209;370134;;;6.7.2023;6.7.2031
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);324206;2904587;Onnela;Comedy 6.1.2.2;Run;1;6;1.11.2026;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202304000047;Jarowskij Suomi Oy;KO23000172;370134;;;3.4.2023;3.4.2028
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);324206;2904587;Onnela;Comedy 6.1.2.2;Run;1;6;1.11.2026;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202304000047;Jarowskij Suomi Oy;KO23000172;370134;;;3.4.2023;3.4.2028
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);324711;2906182;Sunnuntailounas;Comedy 6.1.2.2;Run;1;5;1.3.2027;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202304000053;Yellow Film & Tv;KO23000189;370134;;;14.4.2023;14.4.2031
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);325471;2908413;Maria Kallio;Thrillers, Action 6.1.2.3;Run;1;3;1.9.2026;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202304000063;Jarowskij Suomi Oy;KO23000203;370134;;;28.4.2023;28.4.2026
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);317981;2883885;VARES;Thrillers, Action 6.1.2.3;Run;1;1;1.11.2026;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202211000193;Solar Films Inc. Oy;KO22001074;370134;;;21.11.2022;21.11.2032
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);317981;2883885;VARES;Thrillers, Action 6.1.2.3;Run;1;1;1.11.2026;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202211000193;Solar Films Inc. Oy;KO22001074;370134;;;21.11.2022;21.11.2032
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);317981;2883885;VARES;Thrillers, Action 6.1.2.3;Run;1;1;1.11.2026;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202211000193;Solar Films Inc. Oy;KO22001074;370134;;;21.11.2022;21.11.2032
T1-DOS01 Domestic scripted series;TVM0020 (C More);321126;2891259;Konflikti;Thrillers, Action 6.1.2.3;Run;1;1;1.11.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202301000003;Backmann & Hoderoff Oy;KO23000555;370134;;;5.1.2023;5.1.2033
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);330411;2889932;Rantabaari;Soap 6.1.2.4;Run;1;6;1.8.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202212000229;FremantleMedia Finland Oy;KO22001147;370134;;;22.12.2022;16.12.2028
T1-DOS01 Domestic scripted series;TVM0020 (C More);330411;2889932;Rantabaari;Soap 6.1.2.4;Run;1;6;1.8.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Monthly amortization based on amortization curve;V202212000229;FremantleMedia Finland Oy;KO22001147;370134;;;22.12.2022;16.12.2028
T1-DOS01 Domestic scripted series;TVM0020 (C More);330246;2486096;Onnela;Comedy 6.1.2.2;Run;1;2;1.11.2023;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Monthly amortization based on amortization curve;V201711000161;Zodiak Finland Oy;KO17000672;370134;;;22.11.2023;28.11.2029
T1-DOS02 Domestic scripted movies;TVM0020 (C More);315992;2782216;Sisu;Action 7.1.4;Run;1;;1.10.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202109000167;Nordisk Film Distribution A/S;F221000562;370134;;;20.10.2023;19.10.2024
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);329706;2957008;Unelmia Italiassa;Other reality (contests, adventure);Run;1;1;1.4.2024;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;W202310000136;Mediawan Oy;KO23000658;370134;;;11.4.2024;18.4.2032
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);316731;2874612;Kotka 10;Thrillers, Action 6.1.2.3;Run;1;1;1.3.2024;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202210000184;Yellow Film & Tv;KO22000763;370134;;;15.6.2023;22.6.2033
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);196229;2498063;Poromafia;Relationship 6.1.2.1;Run;1;1;1.10.2023;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000014;Kaiho Republic Oy;KO18000719;370134;;;26.1.2023;2.2.2031
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);196229;2498063;Poromafia;Relationship 6.1.2.1;Run;1;1;1.10.2023;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V201801000014;Kaiho Republic Oy;KO18000719;370134;;;26.1.2023;2.2.2031
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);329541;2954658;Jarkko Tammisen maailma extra;Sketches, short drama;Run;1;1;1.10.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202301000005;Comedy Corner Oy;KO23000668;370134;;;14.10.2023;21.10.2029
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);329541;2954658;Jarkko Tammisen maailma extra;Sketches, short drama;Run;1;1;1.10.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202301000005;Comedy Corner Oy;KO23000668;370134;;;14.10.2023;21.10.2029
T1-SPO01 Sports;TVM0020 (C More);320021;2888556;SM Rallicross;Motorsports;Run;1;2023;1.5.2023;5;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202212000217;AKK-Sport Oy;KO22001088;370134;;;14.12.2022;7.4.2024
T1-DOS01 Domestic scripted series;TVM0020 (C More);324206;2904587;Onnela;Comedy 6.1.2.2;Run;1;6;1.11.2025;60;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Monthly amortization based on amortization curve;W202304000047;Jarowskij Suomi Oy;KO23000172;370134;;;3.4.2023;3.4.2028
T1-INC03 International Movies;TVM0020 (C More);326461;1078516;Tropic Thunder;Comedy 7.2.2;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210018736;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0034 (mtv service);326461;1078516;Tropic Thunder;Comedy 7.2.2;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210018736;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0030 (MTV3);326461;1078516;Tropic Thunder;Comedy 7.2.2;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210018736;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0020 (C More);326436;2911873;Pelastakaa sotamies Ryan;Action 7.2.4;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000396;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0034 (mtv service);326436;2911873;Pelastakaa sotamies Ryan;Action 7.2.4;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000396;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0030 (MTV3);326436;2911873;Pelastakaa sotamies Ryan;Action 7.2.4;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000396;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0020 (C More);326396;146565;Pulp Fiction - tarinoita väkivallasta;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210004989;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0034 (mtv service);326396;146565;Pulp Fiction - tarinoita väkivallasta;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210004989;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0030 (MTV3);326396;146565;Pulp Fiction - tarinoita väkivallasta;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210004989;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0020 (C More);326376;20225;Kummisetä III;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210001139;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0034 (mtv service);326376;20225;Kummisetä III;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210001139;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0030 (MTV3);326376;20225;Kummisetä III;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F210001139;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0020 (C More);326361;2911870;Kummisetä osa II;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000372;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0034 (mtv service);326361;2911870;Kummisetä osa II;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000372;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0030 (MTV3);326361;2911870;Kummisetä osa II;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000372;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0020 (C More);326308;2911869;Kummisetä;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000371;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0034 (mtv service);326308;2911869;Kummisetä;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000371;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0030 (MTV3);326308;2911869;Kummisetä;Thriller 7.2.3;Run;1;;1.12.2023;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000371;370134;;;1.12.2023;7.12.2026
T1-INC03 International Movies;TVM0020 (C More);326257;2911866;Hei, me lennetään!;Comedy 7.2.2;Run;1;;1.4.2024;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;W202305000075;CBS Paramount;F223000366;370134;;;1.4.2024;7.4.2027
